Recursion Limit, Time Elapsed
2,3190349266
4,3164359166
6,3341557933
8,3243793933
10,3174134833
12,3078281033
14,3064562166
16,3059225933
18,3115511100
20,3133375466
22,3116074266
24,3081550466
26,3204158533
28,3184388300
30,3125310766
32,3292210866
34,3218556100
36,3224399833
38,3235740633
40,3236149100
42,3374086800
44,3362391766
46,3270282600
48,3360622000
50,3350016500
52,3424431466
54,3434901533
56,3582328966
58,3381681233
60,3479578033
62,3567853900
64,3456597833
66,3554116433
68,3608887000
70,3635938000
72,3742026933
74,3684508566
76,3676100766
78,3620758466
80,3675269566
82,3744805266
84,3683353766
86,3689282966
88,3779589266
90,3815494800
92,3841730166
94,3833476400
96,3874043500
98,3874117666
100,3897023233
102,3961984633
104,4142413333
106,4194048666
108,4079363700
110,4028359766
112,4118424033
114,4011173866
116,4081566133
118,4196121766
120,4112951433
122,4195341766
124,4204761566
126,4293068900
128,4166271433
130,4241073100
132,4336959200
134,4408027166
136,4263963133
138,4311939233
140,4444787933
142,4451993233
144,4395073400
146,4426189966
148,4482621433
150,4483932033
152,4513978233
154,4507452800
156,4508174800
158,4537919433
160,4576682433
162,4792814800
164,4607067200
166,4782172266
168,4739132900
170,4749368100
172,4811975566
174,4784210900
176,4825719600
178,4785265400
180,4841464733
182,5060767533
184,4904440333
186,4992411533
188,4935020266
190,4924088666
192,4990049133
194,5048357466
196,4980970466
198,5015508733
200,5055627033
202,5174350933
204,5277520466
206,5239176033
208,5736304166
210,5320775933
212,5342754700
214,5253785500
216,5318669633
218,5352097700
220,5406876666
222,5408203933
224,5352568100
226,5454628433
228,5362689133
230,5400470766
232,5607214166
234,5500507366
236,5932522566
238,5613880333
240,5654543066
242,5688397633
244,5794577166
246,5703738600
248,6059098966
250,5928566100
252,5736020266
254,5670891966
256,5816319533
258,5874040100
260,5880361533
262,5777652466
264,5904735433
266,5881439533
268,5969070500
270,6022804466
272,5928645900
274,5902395766
276,6216581366
278,6252645500
280,6185837433
282,6172955400
284,6081640200
286,6112170566
288,6239243666
290,5699831433
292,4646653966
294,4734713866
296,4792065133
298,4815460866
300,4805730433
